original_path,degraded_path,degradation,restored_path,corrected_path,psnr,ssim,niqe
originals/1 (992).jpg,degraded/1 (992)_gauss10.png,gauss_10,results/restored_paired/restored_1 (992)_gauss10_20251124_192006.png,results/restored_paired/corrected_1 (992)_gauss10_20251124_192006.png,26.65856501,0.698361432,4.203176769
originals/1 (992).jpg,degraded/1 (992)_gauss25.png,gauss_25,results/restored_paired/restored_1 (992)_gauss25_20251124_192007.png,results/restored_paired/corrected_1 (992)_gauss25_20251124_192007.png,23.75336162,0.541152821,4.524899155
originals/1 (992).jpg,degraded/1 (992)_blur3.png,blur_3,results/restored_paired/restored_1 (992)_blur3_20251124_192009.png,results/restored_paired/corrected_1 (992)_blur3_20251124_192009.png,27.62169411,0.826699086,5.585658727
originals/1 (992).jpg,degraded/1 (992)_blur7.png,blur_7,results/restored_paired/restored_1 (992)_blur7_20251124_192011.png,results/restored_paired/corrected_1 (992)_blur7_20251124_192011.png,27.3278777,0.810835875,5.649755378
originals/1 (992).jpg,degraded/1 (992)_x2.png,downs_up_x2,results/restored_paired/restored_1 (992)_x2_20251124_192012.png,results/restored_paired/corrected_1 (992)_x2_20251124_192012.png,27.45252122,0.82001531,5.426393323
originals/1 (992).jpg,degraded/1 (992)_x4.png,downs_up_x4,results/restored_paired/restored_1 (992)_x4_20251124_192013.png,results/restored_paired/corrected_1 (992)_x4_20251124_192013.png,26.85351002,0.790930819,6.178849734
originals/1 (992).jpg,degraded/1 (992)_jpg30.png,jpeg_30,results/restored_paired/restored_1 (992)_jpg30_20251124_192015.png,results/restored_paired/corrected_1 (992)_jpg30_20251124_192015.png,27.55875989,0.814866548,5.258058448
originals/1 (992).jpg,degraded/1 (992)_jpg10.png,jpeg_10,results/restored_paired/restored_1 (992)_jpg10_20251124_192016.png,results/restored_paired/corrected_1 (992)_jpg10_20251124_192016.png,27.10732704,0.779259864,5.568657913
originals/1 (993).jpg,degraded/1 (993)_gauss10.png,gauss_10,results/restored_paired/restored_1 (993)_gauss10_20251124_192030.png,results/restored_paired/corrected_1 (993)_gauss10_20251124_192030.png,29.22558392,0.69700148,4.674592597
originals/1 (993).jpg,degraded/1 (993)_gauss25.png,gauss_25,results/restored_paired/restored_1 (993)_gauss25_20251124_192050.png,results/restored_paired/corrected_1 (993)_gauss25_20251124_192050.png,21.44650956,0.449684566,8.584505017
originals/1 (993).jpg,degraded/1 (993)_blur3.png,blur_3,results/restored_paired/restored_1 (993)_blur3_20251124_192108.png,results/restored_paired/corrected_1 (993)_blur3_20251124_192108.png,31.82679843,0.956101323,4.405522125
originals/1 (993).jpg,degraded/1 (993)_blur7.png,blur_7,results/restored_paired/restored_1 (993)_blur7_20251124_192127.png,results/restored_paired/corrected_1 (993)_blur7_20251124_192127.png,25.98240693,0.848374401,6.272794909
originals/1 (993).jpg,degraded/1 (993)_x2.png,downs_up_x2,results/restored_paired/restored_1 (993)_x2_20251124_192144.png,results/restored_paired/corrected_1 (993)_x2_20251124_192144.png,29.12449137,0.918875383,5.390195064
originals/1 (993).jpg,degraded/1 (993)_x4.png,downs_up_x4,results/restored_paired/restored_1 (993)_x4_20251124_192202.png,results/restored_paired/corrected_1 (993)_x4_20251124_192202.png,23.31091183,0.761966159,9.816483061
originals/1 (993).jpg,degraded/1 (993)_jpg30.png,jpeg_30,results/restored_paired/restored_1 (993)_jpg30_20251124_192220.png,results/restored_paired/corrected_1 (993)_jpg30_20251124_192220.png,32.15328704,0.924094687,4.348051272
originals/1 (993).jpg,degraded/1 (993)_jpg10.png,jpeg_10,results/restored_paired/restored_1 (993)_jpg10_20251124_192237.png,results/restored_paired/corrected_1 (993)_jpg10_20251124_192237.png,28.40656601,0.84113333,6.229806843
originals/1 (994).jpg,degraded/1 (994)_gauss10.png,gauss_10,results/restored_paired/restored_1 (994)_gauss10_20251124_192241.png,results/restored_paired/corrected_1 (994)_gauss10_20251124_192241.png,26.62395246,0.748279408,3.881726872
originals/1 (994).jpg,degraded/1 (994)_gauss25.png,gauss_25,results/restored_paired/restored_1 (994)_gauss25_20251124_192242.png,results/restored_paired/corrected_1 (994)_gauss25_20251124_192242.png,23.9924262,0.638587429,3.652284929
originals/1 (994).jpg,degraded/1 (994)_blur3.png,blur_3,results/restored_paired/restored_1 (994)_blur3_20251124_192243.png,results/restored_paired/corrected_1 (994)_blur3_20251124_192243.png,27.83395897,0.831355095,3.859179875
originals/1 (994).jpg,degraded/1 (994)_blur7.png,blur_7,results/restored_paired/restored_1 (994)_blur7_20251124_192244.png,results/restored_paired/corrected_1 (994)_blur7_20251124_192244.png,27.06745364,0.801332968,4.173672489
originals/1 (994).jpg,degraded/1 (994)_x2.png,downs_up_x2,results/restored_paired/restored_1 (994)_x2_20251124_192245.png,results/restored_paired/corrected_1 (994)_x2_20251124_192245.png,27.23500335,0.812868947,4.021482804
originals/1 (994).jpg,degraded/1 (994)_x4.png,downs_up_x4,results/restored_paired/restored_1 (994)_x4_20251124_192246.png,results/restored_paired/corrected_1 (994)_x4_20251124_192246.png,26.85020862,0.782019599,3.951774267
originals/1 (994).jpg,degraded/1 (994)_jpg30.png,jpeg_30,results/restored_paired/restored_1 (994)_jpg30_20251124_192247.png,results/restored_paired/corrected_1 (994)_jpg30_20251124_192247.png,27.40783127,0.820808884,3.573347917
originals/1 (994).jpg,degraded/1 (994)_jpg10.png,jpeg_10,results/restored_paired/restored_1 (994)_jpg10_20251124_192248.png,results/restored_paired/corrected_1 (994)_jpg10_20251124_192248.png,27.49678904,0.793592103,3.862366997
originals/1 (995).jpg,degraded/1 (995)_gauss10.png,gauss_10,results/restored_paired/restored_1 (995)_gauss10_20251124_192249.png,results/restored_paired/corrected_1 (995)_gauss10_20251124_192249.png,28.29686211,0.738235965,4.730175423
originals/1 (995).jpg,degraded/1 (995)_gauss25.png,gauss_25,results/restored_paired/restored_1 (995)_gauss25_20251124_192250.png,results/restored_paired/corrected_1 (995)_gauss25_20251124_192250.png,22.12135245,0.496653541,5.206917341
originals/1 (995).jpg,degraded/1 (995)_blur3.png,blur_3,results/restored_paired/restored_1 (995)_blur3_20251124_192250.png,results/restored_paired/corrected_1 (995)_blur3_20251124_192250.png,32.29224206,0.940367206,4.382972821
originals/1 (995).jpg,degraded/1 (995)_blur7.png,blur_7,results/restored_paired/restored_1 (995)_blur7_20251124_192251.png,results/restored_paired/corrected_1 (995)_blur7_20251124_192251.png,33.06498247,0.936745764,4.608820303
originals/1 (995).jpg,degraded/1 (995)_x2.png,downs_up_x2,results/restored_paired/restored_1 (995)_x2_20251124_192252.png,results/restored_paired/corrected_1 (995)_x2_20251124_192252.png,33.25496962,0.945367069,4.276993658
originals/1 (995).jpg,degraded/1 (995)_x4.png,downs_up_x4,results/restored_paired/restored_1 (995)_x4_20251124_192253.png,results/restored_paired/corrected_1 (995)_x4_20251124_192253.png,31.27828524,0.907744031,4.930654101
originals/1 (995).jpg,degraded/1 (995)_jpg30.png,jpeg_30,results/restored_paired/restored_1 (995)_jpg30_20251124_192254.png,results/restored_paired/corrected_1 (995)_jpg30_20251124_192254.png,31.90485959,0.922075807,3.977754697
originals/1 (995).jpg,degraded/1 (995)_jpg10.png,jpeg_10,results/restored_paired/restored_1 (995)_jpg10_20251124_192255.png,results/restored_paired/corrected_1 (995)_jpg10_20251124_192255.png,30.63123434,0.883882713,4.517390267
originals/1 (996).jpg,degraded/1 (996)_gauss10.png,gauss_10,results/restored_paired/restored_1 (996)_gauss10_20251124_192256.png,results/restored_paired/corrected_1 (996)_gauss10_20251124_192256.png,26.59182516,0.710467054,4.765639155
originals/1 (996).jpg,degraded/1 (996)_gauss25.png,gauss_25,results/restored_paired/restored_1 (996)_gauss25_20251124_192257.png,results/restored_paired/corrected_1 (996)_gauss25_20251124_192257.png,22.85201559,0.531924601,4.748599896
originals/1 (996).jpg,degraded/1 (996)_blur3.png,blur_3,results/restored_paired/restored_1 (996)_blur3_20251124_192258.png,results/restored_paired/corrected_1 (996)_blur3_20251124_192258.png,28.36176399,0.879101368,5.926436333
originals/1 (996).jpg,degraded/1 (996)_blur7.png,blur_7,results/restored_paired/restored_1 (996)_blur7_20251124_192300.png,results/restored_paired/corrected_1 (996)_blur7_20251124_192300.png,28.10910619,0.859819225,6.009538085
originals/1 (996).jpg,degraded/1 (996)_x2.png,downs_up_x2,results/restored_paired/restored_1 (996)_x2_20251124_192302.png,results/restored_paired/corrected_1 (996)_x2_20251124_192302.png,28.2549555,0.870919237,5.817445215
originals/1 (996).jpg,degraded/1 (996)_x4.png,downs_up_x4,results/restored_paired/restored_1 (996)_x4_20251124_192304.png,results/restored_paired/corrected_1 (996)_x4_20251124_192304.png,27.66026687,0.840067476,5.892891553
originals/1 (996).jpg,degraded/1 (996)_jpg30.png,jpeg_30,results/restored_paired/restored_1 (996)_jpg30_20251124_192305.png,results/restored_paired/corrected_1 (996)_jpg30_20251124_192305.png,28.3419051,0.865921327,5.318621722
originals/1 (996).jpg,degraded/1 (996)_jpg10.png,jpeg_10,results/restored_paired/restored_1 (996)_jpg10_20251124_192306.png,results/restored_paired/corrected_1 (996)_jpg10_20251124_192306.png,27.81787023,0.826076086,5.360624507
